rank_ecr,player_name,player_short_name,player_team_id,player_positions,player_opponent,pos_rank,r2p_pts,rank_min,rank_max,rank_ave,rank_std,player_bye_week,player_owned_avg,player_page_url,player_id
151,Dee Eskridge,D. Eskridge,MIA,WR,vs. NYJ,WR151,0.0,138,152,145.00,7.00,12,0,https://www.fantasypros.com/nfl/players/dwayne-eskridge.php,22785
152,Dareke Young,D. Young,SEA,WR,at ARI,WR152,0.0,141,157,149.00,8.00,8,0,https://www.fantasypros.com/nfl/players/dareke-young.php,24570
153,Malik Turner,M. Turner,SF,WR,vs. JAC,WR153,0.0,136,164,150.00,14.00,14,0,https://www.fantasypros.com/nfl/players/malik-turner.php,18168
154,KhaDarel Hodge,K. Hodge,ATL,WR,vs. WAS,WR154,0.0,150,153,151.50,1.50,5,0.7,https://www.fantasypros.com/nfl/players/khadarel-hodge.php,18166
155,Casey Washington,C. Washington,ATL,WR,vs. WAS,WR155,0.0,145,159,152.00,7.00,5,0,https://www.fantasypros.com/nfl/players/casey-washington.php,26413
156,Mason Tipton,M. Tipton,NO,WR,at BUF,WR156,0.0,148,156,152.00,4.00,11,0.7,https://www.fantasypros.com/nfl/players/mason-tipton.php,26546
157,DeAndre Carter,D. Carter,CLE,WR,at DET,WR157,0.0,148,158,153.00,5.00,9,0,https://www.fantasypros.com/nfl/players/deandre-carter.php,14103
158,Kameron Johnson,K. Johnson,TB,WR,vs. PHI,WR158,0.0,150,158,154.00,4.00,9,0,https://www.fantasypros.com/nfl/players/kameron-johnson.php,26626
159,Gunner Olszewski,G. Olszewski,NYG,WR,vs. LAC,WR159,0.0,149,161,155.00,6.00,14,0,https://www.fantasypros.com/nfl/players/gunner-olszewski.php,19093
160,Bo Melton,Bo Melton,GB,WR,at DAL,WR160,0.0,138,246,192.00,54.00,5,1.5,https://www.fantasypros.com/nfl/players/bo-melton.php,24049
161,Konata Mumpfield,K. Mumpfield,LAR,WR,vs. IND,WR161,0.0,145,169,157.00,12.00,8,1,https://www.fantasypros.com/nfl/players/konata-mumpfield.php,27449
162,Trey Palmer,T. Palmer,NO,WR,at BUF,WR162,0.0,143,190,166.50,23.50,11,1,https://www.fantasypros.com/nfl/players/trey-palmer.php,25331
163,Darius Cooper,D. Cooper,PHI,WR,at TB,WR163,0.0,159,160,159.50,0.50,9,1.5,https://www.fantasypros.com/nfl/players/darius-cooper.php,27866
164,Beaux Collins,B. Collins,NYG,WR,vs. LAC,WR164,0.0,154,171,162.50,8.50,14,0.1,https://www.fantasypros.com/nfl/players/beaux-collins.php,22925
165,Xavier Smith,X. Smith,LAR,WR,vs. IND,WR165,0.0,155,170,162.50,7.50,8,1,https://www.fantasypros.com/nfl/players/xavier-smith.php,25627
166,Charlie Jones,C. Jones,CIN,WR,at DEN,WR166,0.0,157,171,164.00,7.00,10,0.6,https://www.fantasypros.com/nfl/players/charlie-jones.php,25336
167,Myles Price,M. Price,MIN,WR,at PIT,WR167,0.0,156,180,168.00,12.00,6,0,https://www.fantasypros.com/nfl/players/myles-price.php,27805
168,Jason Brownlee,J. Brownlee,KC,WR,vs. BAL,WR168,0.0,165,169,167.00,2.00,10,0,https://www.fantasypros.com/nfl/players/jason-brownlee.php,25754
169,Nikko Remigio,N. Remigio,KC,WR,vs. BAL,WR169,0.0,167,168,167.50,0.50,10,0.6,https://www.fantasypros.com/nfl/players/nikko-remigio.php,25772
170,Xavier Gipson,X. Gipson,PHI,WR,at TB,WR170,0.0,162,186,174.00,12.00,9,1.1,https://www.fantasypros.com/nfl/players/xavier-gipson.php,25758
171,Isaiah Williams,I. Williams,NYJ,WR,at MIA,WR171,0.0,168,170,169.00,1.00,9,0,https://www.fantasypros.com/nfl/players/isaiah-williams-wr.php,26379
172,Anthony Gould,A. Gould,IND,WR,at LAR,WR172,0.0,165,236,200.50,35.50,11,1,https://www.fantasypros.com/nfl/players/anthony-gould.php,26404
173,Simi Fehoko,S. Fehoko,ARI,WR,vs. SEA,WR173,0.0,172,196,184.00,12.00,8,1,https://www.fantasypros.com/nfl/players/simi-fehoko.php,23196
